Please invite Tom if there is not requires.|[0.0, 1.0, 1.0, 0.0, 0.0]|0019/0019_001706.wav|0019/0019_001006.wav
Why it is just like the round egg which sounds thin.|[0.0, 1.0, 1.0, 0.0, 0.0]|0017/0017_001710.wav|0017/0017_001010.wav
Said the witch.|[0.0, 1.0, 0.0, 1.0, 0.0]|0014/0014_001498.wav|0014/0014_001148.wav
You cruelty shall cost your life !|[0.0, 1.0, 1.0, 0.0, 0.0]|0011/0011_001617.wav|0011/0011_000917.wav
In which piglet meets a elephant.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001648.wav|0012/0012_001298.wav
By hook or by crook.|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001484.wav|0013/0013_000434.wav
Tom, went on eeyore gloomily.|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001462.wav|0011/0011_000412.wav
I know you .|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001678.wav|0016/0016_000978.wav
And on the top of them, came Winnie, the cute bear.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001548.wav|0016/0016_001198.wav
The first year they sowed rye.|[0.0, 1.0, 1.0, 0.0, 0.0]|0019/0019_001629.wav|0019/0019_000929.wav
I am loath to see him go.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001703.wav|0014/0014_001003.wav
It would be a hard choice.|[0.0, 1.0, 1.0, 0.0, 0.0]|0019/0019_001728.wav|0019/0019_001028.wav
All the way to China is home.|[0.0, 1.0, 1.0, 0.0, 0.0]|0020/0020_001551.wav|0020/0020_000851.wav
It weighs seven point five kilogram.|[0.0, 1.0, 0.0, 0.0, 1.0]|0015/0015_001610.wav|0015/0015_000560.wav
But one requires the explorer to furnish proofs.|[0.0, 1.0, 0.0, 0.0, 1.0]|0014/0014_001538.wav|0014/0014_000488.wav
One two three, where is your breakfast.|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001686.wav|0015/0015_000986.wav
I suppose no, it doesn't!|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001467.wav|0013/0013_000417.wav
She keeps saying I'm hers.|[0.0, 1.0, 0.0, 0.0, 1.0]|0012/0012_001730.wav|0012/0012_000680.wav
Why did I wake up!|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001723.wav|0017/0017_001373.wav
She laughed.|[0.0, 1.0, 0.0, 0.0, 1.0]|0020/0020_001654.wav|0020/0020_000604.wav
From each cake, there sprang a huge dog.|[0.0, 1.0, 1.0, 0.0, 0.0]|0019/0019_001611.wav|0019/0019_000911.wav
They ate beef at the butcher shop.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001566.wav|0014/0014_000866.wav
And the next day. Nurse will be released.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001626.wav|0016/0016_001276.wav
Are you a regular darkey really?|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001454.wav|0013/0013_000404.wav
They'd never know I'd regular ran away.|[0.0, 1.0, 0.0, 0.0, 1.0]|0018/0018_001446.wav|0018/0018_000396.wav
The octopus has eight legs.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001458.wav|0018/0018_000758.wav
I suppose no, it doesn't!|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001467.wav|0019/0019_001117.wav
Cuckoos is downheaded and crying.|[0.0, 1.0, 0.0, 0.0, 1.0]|0018/0018_001539.wav|0018/0018_000489.wav
Her paw went into your eye?|[0.0, 1.0, 0.0, 0.0, 1.0]|0014/0014_001620.wav|0014/0014_000570.wav
Now quicker the fiddle went.|[0.0, 1.0, 1.0, 0.0, 0.0]|0011/0011_001588.wav|0011/0011_000888.wav
How rash you are!|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001636.wav|0018/0018_001286.wav
Blackbird, and Jay.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001557.wav|0016/0016_001207.wav
And there you'll find a snap dragon fly.|[0.0, 1.0, 0.0, 1.0, 0.0]|0015/0015_001547.wav|0015/0015_001197.wav
Tom now let our arrows fly!|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001470.wav|0017/0017_001120.wav
I'm sure your friends can wait!|[0.0, 1.0, 0.0, 1.0, 0.0]|0014/0014_001701.wav|0014/0014_001351.wav
The ladybug told them proudly.|[0.0, 1.0, 0.0, 1.0, 0.0]|0011/0011_001651.wav|0011/0011_001301.wav
Are you a regular darkey really?|[0.0, 1.0, 1.0, 0.0, 0.0]|0011/0011_001454.wav|0011/0011_000754.wav
At the end of four.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001419.wav|0018/0018_000719.wav
She had said, so that one could keep up a conversation!|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001428.wav|0016/0016_000378.wav
Kitty, can you play chess?|[0.0, 1.0, 0.0, 0.0, 1.0]|0017/0017_001560.wav|0017/0017_000510.wav
We have been fine, haven't we?|[0.0, 1.0, 1.0, 0.0, 0.0]|0013/0013_001584.wav|0013/0013_000884.wav
He said to Jack, the chatterer.|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001546.wav|0019/0019_001196.wav
At length they came to a sharp bend.|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001717.wav|0017/0017_001367.wav
It must come sometimes to jam a day.|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001531.wav|0011/0011_000481.wav
Today isn't any other day.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001638.wav|0020/0020_001288.wav
What an impetuous boy he is!|[0.0, 1.0, 1.0, 0.0, 0.0]|0017/0017_001540.wav|0017/0017_000840.wav
That I owe my thanks to you.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001403.wav|0012/0012_001053.wav
Let it give us a chance, my precious.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001613.wav|0012/0012_001263.wav
Clear than clear water!|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001405.wav|0018/0018_001055.wav
The nine the eggs, I keep.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001401.wav|0018/0018_000701.wav
The art quite safe with me.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001478.wav|0014/0014_000778.wav
We have showed his shark tooth.|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001641.wav|0016/0016_000591.wav
His large mouth curled into a sneer.|[0.0, 1.0, 0.0, 1.0, 0.0]|0011/0011_001564.wav|0011/0011_001214.wav
In which piglet meets a elephant.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001648.wav|0014/0014_000948.wav
Age forty five if a day a lie.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001582.wav|0012/0012_001232.wav
But things haven't change yet.|[0.0, 1.0, 0.0, 1.0, 0.0]|0013/0013_001735.wav|0013/0013_001385.wav
That was his chief thought.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001408.wav|0020/0020_001058.wav
Do you have anything in mind?|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001750.wav|0011/0011_000700.wav
In my opinion that-is a good idea!|[0.0, 1.0, 0.0, 1.0, 0.0]|0014/0014_001488.wav|0014/0014_001138.wav
I would scoff at these followers.|[0.0, 1.0, 0.0, 1.0, 0.0]|0014/0014_001657.wav|0014/0014_001307.wav
How Tom and Jerry went to visit mister Sam.|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001697.wav|0013/0013_000647.wav
The octopus has eight legs.|[0.0, 1.0, 1.0, 0.0, 0.0]|0020/0020_001458.wav|0020/0020_000758.wav
Well anyhow it didn't rain, he said.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001500.wav|0014/0014_000800.wav
The song is called Ways and Means.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001659.wav|0016/0016_000959.wav
Today isn't any other day.|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001638.wav|0015/0015_000938.wav
Am I an absolute pauper?|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001522.wav|0016/0016_001172.wav
She may mind ye of her.|[0.0, 1.0, 0.0, 0.0, 1.0]|0012/0012_001442.wav|0012/0012_000392.wav
This was the twenty fifth of November, seventeen eighty three.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001655.wav|0018/0018_000955.wav
What an impetuous boy he is!|[0.0, 1.0, 0.0, 0.0, 1.0]|0015/0015_001540.wav|0015/0015_000490.wav
Still you owe it a duty.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001606.wav|0016/0016_001256.wav
You may imagine how I gape.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001649.wav|0012/0012_001299.wav
Over them swooped the eagles.|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001736.wav|0017/0017_001386.wav
it isn't picked at all.|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001616.wav|0018/0018_001266.wav
How rash you are!|[0.0, 1.0, 0.0, 1.0, 0.0]|0013/0013_001636.wav|0013/0013_001286.wav
I've hit the wrong nose.|[0.0, 1.0, 1.0, 0.0, 0.0]|0012/0012_001499.wav|0012/0012_000799.wav
Fur flew through the air, teeth gnashed.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001597.wav|0014/0014_000897.wav
it looks much better.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001558.wav|0016/0016_001208.wav
That I am a born nurse.|[0.0, 1.0, 0.0, 1.0, 0.0]|0015/0015_001460.wav|0015/0015_001110.wav
Then sadly it is much farther.|[0.0, 1.0, 0.0, 1.0, 0.0]|0011/0011_001418.wav|0011/0011_001068.wav
Still you owe it a duty.|[0.0, 1.0, 0.0, 1.0, 0.0]|0015/0015_001606.wav|0015/0015_001256.wav
You know, answers to the name of Tom's son.|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001524.wav|0013/0013_000474.wav
Father has yellow eyes.|[0.0, 1.0, 0.0, 0.0, 1.0]|0020/0020_001712.wav|0020/0020_000662.wav
I'm as bad as I can be.|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001407.wav|0019/0019_001057.wav
I did go, and made many prisoners.|[0.0, 1.0, 1.0, 0.0, 0.0]|0012/0012_001402.wav|0012/0012_000702.wav
Who is been repeating all that hard stuff to you?|[0.0, 1.0, 0.0, 0.0, 1.0]|0015/0015_001432.wav|0015/0015_000382.wav
Why should i care though David's lips were twitching?|[0.0, 1.0, 0.0, 0.0, 1.0]|0017/0017_001633.wav|0017/0017_000583.wav
Toast from the bread fruit tree.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001580.wav|0016/0016_001230.wav
Alice I won't forget it again.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001682.wav|0016/0016_000982.wav
It weighs seven point five kilogram.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001610.wav|0020/0020_001260.wav
She keeps saying I'm hers.|[0.0, 1.0, 0.0, 1.0, 0.0]|0011/0011_001730.wav|0011/0011_001380.wav
Give me a fine fat goose.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001713.wav|0016/0016_001363.wav
That I owe my thanks to you.|[0.0, 1.0, 0.0, 0.0, 1.0]|0012/0012_001403.wav|0012/0012_000353.wav
A whirring noise was heard.|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001745.wav|0017/0017_001395.wav
She is now choosing skirt to wear.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001425.wav|0020/0020_001075.wav
But show me now your map!|[0.0, 1.0, 0.0, 0.0, 1.0]|0015/0015_001669.wav|0015/0015_000619.wav
I make her quite nervy at times.|[0.0, 1.0, 0.0, 1.0, 0.0]|0011/0011_001591.wav|0011/0011_001241.wav
Asteroid three hundred and twenty five.|[0.0, 1.0, 0.0, 1.0, 0.0]|0014/0014_001463.wav|0014/0014_001113.wav
That I owe my thanks to you.|[0.0, 1.0, 1.0, 0.0, 0.0]|0012/0012_001403.wav|0012/0012_000703.wav
I thank you for this mercy!|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001532.wav|0019/0019_001182.wav
But mom I'm not certain about.|[0.0, 1.0, 0.0, 0.0, 1.0]|0019/0019_001737.wav|0019/0019_000687.wav
I smell the breath of an English.|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001533.wav|0018/0018_001183.wav
The football teams give a tea party.|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001424.wav|0019/0019_001074.wav
Rat came and replied on the leaves.|[0.0, 1.0, 1.0, 0.0, 0.0]|0020/0020_001429.wav|0020/0020_000729.wav
She is now choosing skirt to wear.|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001425.wav|0011/0011_000375.wav
Lucy, a clever farmer.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001744.wav|0018/0018_001044.wav
Reed by the living pool!|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001545.wav|0011/0011_000495.wav
I am safe back again.|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001711.wav|0016/0016_001361.wav
Said the witch.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001498.wav|0020/0020_001148.wav
I would scoff at these followers.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001657.wav|0020/0020_001307.wav
Cuckoos is downheaded and crying.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001539.wav|0018/0018_000839.wav
She may mind ye of her.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001442.wav|0016/0016_000742.wav
It says no way! shouted Daisy.|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001628.wav|0011/0011_000578.wav
They are made of wood.|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001726.wav|0013/0013_000676.wav
The ladybug told them proudly.|[0.0, 1.0, 1.0, 0.0, 0.0]|0020/0020_001651.wav|0020/0020_000951.wav
I smell the breath of an English.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001533.wav|0018/0018_000833.wav
Chapter eighteen, the return journey.|[0.0, 1.0, 1.0, 0.0, 0.0]|0019/0019_001684.wav|0019/0019_000984.wav
He was killed by an arrow.|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001505.wav|0015/0015_000805.wav
To catch that bulrush root with my paw!|[0.0, 1.0, 0.0, 0.0, 1.0]|0020/0020_001525.wav|0020/0020_000475.wav
Said the American to Chinese.|[0.0, 1.0, 0.0, 0.0, 1.0]|0015/0015_001451.wav|0015/0015_000401.wav
Ask god to help you.|[0.0, 1.0, 1.0, 0.0, 0.0]|0013/0013_001622.wav|0013/0013_000922.wav
I did go, and made many prisoners.|[0.0, 1.0, 0.0, 0.0, 1.0]|0014/0014_001402.wav|0014/0014_000352.wav
How I hate this foul pool!|[0.0, 1.0, 0.0, 0.0, 1.0]|0013/0013_001436.wav|0013/0013_000386.wav
His hope will cheat him.|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001699.wav|0016/0016_000649.wav
All the way to China is home.|[0.0, 1.0, 0.0, 1.0, 0.0]|0013/0013_001551.wav|0013/0013_001201.wav
The eye could not catch them.|[0.0, 1.0, 0.0, 0.0, 1.0]|0020/0020_001556.wav|0020/0020_000506.wav
Yes, I miss her.|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001594.wav|0018/0018_001244.wav
As rich-as Peter's son in law!|[0.0, 1.0, 0.0, 0.0, 1.0]|0019/0019_001421.wav|0019/0019_000371.wav
Why it is just like the round egg which sounds thin.|[0.0, 1.0, 0.0, 0.0, 1.0]|0019/0019_001710.wav|0019/0019_000660.wav
I've just shot a stag.|[0.0, 1.0, 1.0, 0.0, 0.0]|0012/0012_001665.wav|0012/0012_000965.wav
You cruelty shall cost your life !|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001617.wav|0016/0016_000917.wav
The song is called Ways and Means.|[0.0, 1.0, 0.0, 1.0, 0.0]|0012/0012_001659.wav|0012/0012_001309.wav
Tom fell with a cloven head.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001577.wav|0016/0016_000877.wav
Annie please please don't hurt me!|[0.0, 1.0, 0.0, 1.0, 0.0]|0016/0016_001414.wav|0016/0016_001064.wav
I have a soothsayer.|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001653.wav|0017/0017_001303.wav
Slam the doors and wedge them!|[0.0, 1.0, 0.0, 0.0, 1.0]|0011/0011_001664.wav|0011/0011_000614.wav
Asteroid three hundred and twenty five.|[0.0, 1.0, 0.0, 1.0, 0.0]|0013/0013_001463.wav|0013/0013_001113.wav
In which piglet meets a elephant.|[0.0, 1.0, 0.0, 0.0, 1.0]|0019/0019_001648.wav|0019/0019_000598.wav
A lady, is on Alice's lap!|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001601.wav|0015/0015_000901.wav
A half pounds of flour and two ounces suet.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001514.wav|0018/0018_000814.wav
And we are so thirsty!|[0.0, 1.0, 0.0, 0.0, 1.0]|0017/0017_001464.wav|0017/0017_000414.wav
One two three, where is your breakfast.|[0.0, 1.0, 1.0, 0.0, 0.0]|0011/0011_001686.wav|0011/0011_000986.wav
Chew leaves quickly, said rabbit.|[0.0, 1.0, 0.0, 1.0, 0.0]|0019/0019_001670.wav|0019/0019_001320.wav
However, somebody killed something.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001608.wav|0016/0016_000908.wav
I must have two to fetch and carry.|[0.0, 1.0, 0.0, 1.0, 0.0]|0018/0018_001656.wav|0018/0018_001306.wav
Both side were softly curved.|[0.0, 1.0, 0.0, 1.0, 0.0]|0020/0020_001640.wav|0020/0020_001290.wav
Why did I wake up!|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001723.wav|0016/0016_001023.wav
At length they came to a sharp bend.|[0.0, 1.0, 1.0, 0.0, 0.0]|0016/0016_001717.wav|0016/0016_001017.wav
The straw, charcoal and the pea.|[0.0, 1.0, 1.0, 0.0, 0.0]|0017/0017_001685.wav|0017/0017_000985.wav
The elephant and the carpenter is the longest.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001503.wav|0018/0018_000803.wav
A fair jaw cracker dwarf language must be!|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001482.wav|0014/0014_000782.wav
Dear customer,welcome to our ship.|[0.0, 1.0, 0.0, 1.0, 0.0]|0017/0017_001748.wav|0017/0017_001398.wav
Sam waved his arm vaguely.|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001569.wav|0016/0016_000519.wav
How are you, dear child?|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001472.wav|0016/0016_000422.wav
how suspicious this fox.|[0.0, 1.0, 1.0, 0.0, 0.0]|0018/0018_001473.wav|0018/0018_000773.wav
At the end of four.|[0.0, 1.0, 0.0, 0.0, 1.0]|0017/0017_001419.wav|0017/0017_000369.wav
The football teams give a tea party.|[0.0, 1.0, 1.0, 0.0, 0.0]|0017/0017_001424.wav|0017/0017_000724.wav
I know you .|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001678.wav|0016/0016_000628.wav
It would be a hard choice.|[0.0, 1.0, 0.0, 0.0, 1.0]|0020/0020_001728.wav|0020/0020_000678.wav
Ask god to help you.|[0.0, 1.0, 0.0, 1.0, 0.0]|0015/0015_001622.wav|0015/0015_001272.wav
A whirring noise was heard.|[0.0, 1.0, 0.0, 0.0, 1.0]|0016/0016_001745.wav|0016/0016_000695.wav
At the end of four.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001419.wav|0014/0014_000719.wav
A voice said: Come in.|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001687.wav|0015/0015_000987.wav
Her existence makes him pleasant.|[0.0, 1.0, 0.0, 0.0, 1.0]|0017/0017_001625.wav|0017/0017_000575.wav
Let go of my top knot.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001489.wav|0014/0014_000789.wav
And the next day. Nurse will be released.|[0.0, 1.0, 0.0, 0.0, 1.0]|0012/0012_001626.wav|0012/0012_000576.wav
But we are not high yet.|[0.0, 1.0, 1.0, 0.0, 0.0]|0014/0014_001553.wav|0014/0014_000853.wav
Her paw went into your eye?|[0.0, 1.0, 1.0, 0.0, 0.0]|0015/0015_001620.wav|0015/0015_000920.wav
